Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDG50,OUT019,404.5874207
FDW20,OUT045,1979.573678
NCO55,OUT049,1827.175979
FDX48,OUT046,2511.20427
FDU48,OUT046,2123.400162
FDR48,OUT019,497.309903
FDK27,OUT013,2013.989372
FDT35,OUT013,2715.04933
FDN12,OUT049,1859.649581
NCE31,OUT019,1377.369348
FDL21,OUT017,882.2463169
FDV56,OUT017,1944.264532
FDR16,OUT017,3553.911023
NCP41,OUT049,1849.461591
FDJ27,OUT013,1701.696432
FDA07,OUT017,2190.018851
FDK55,OUT049,1546.453618
FDM33,OUT049,3575.671159
FDY46,OUT046,2959.978809
FDD36,OUT046,1901.358762
FDB12,OUT027,3125.883127
FDF28,OUT019,139.585506
NCE07,OUT019,368.1264896
FDW50,OUT027,4025.420533
NCW18,OUT017,3848.666468
NCJ17,OUT019,559.9219852
DRZ24,OUT010,20.00732044
FDS07,OUT035,1925.889987
NCW05,OUT010,229.8366664
FDZ22,OUT018,1069.429085
FDK02,OUT046,1922.200723
FDZ45,OUT027,4556.740061
FDL25,OUT046,1512.267453
FDS08,OUT045,2815.811872
NCZ42,OUT027,5148.895996
FDX57,OUT035,1649.628689
FDF21,OUT046,3087.967057
FDJ56,OUT018,1318.021471
FDX10,OUT013,677.4600025
DRG48,OUT035,2354.080426
DRN37,OUT046,2631.163105
NCY41,OUT018,308.9476603
FDN28,OUT045,1681.043575
FDE34,OUT045,2853.61315
FDR10,OUT045,2595.177923
FDC32,OUT017,1665.750219
DRG13,OUT046,2594.20351
FDP59,OUT049,1833.808952
NCT53,OUT010,720.5123828
FDL57,OUT027,5547.141949
FDN32,OUT010,1067.852231
FDK09,OUT018,3304.190084
FDA52,OUT010,905.7326814
FDC57,OUT049,3234.014662
FDI09,OUT035,4045.321499
NCB07,OUT046,3095.977151
FDP26,OUT035,1647.586201
FDP40,OUT027,3272.710772
FDL15,OUT013,2450.750726
FDV07,OUT046,1820.370412
FDS03,OUT017,1213.987929
FDE50,OUT049,3125.65557
FDQ15,OUT017,1455.408165
FDQ33,OUT010,459.0751294
FDT22,OUT013,971.7877785
DRO35,OUT035,1937.519599
FDJ41,OUT049,4212.606745
FDQ27,OUT035,1790.362947
FDC26,OUT017,1963.740299
NCF43,OUT027,3695.547742
NCR50,OUT035,2461.324521
FDE39,OUT018,1601.454031
FDN49,OUT027,2171.43819
DRG11,OUT035,1776.346998
NCA18,OUT049,1942.28581
FDM36,OUT018,2500.974522
FDW32,OUT017,1595.428103
NCQ18,OUT010,390.9871797
FDX14,OUT027,2641.033289
FDD46,OUT017,2548.76241
FDI34,OUT019,1793.645512
NCJ17,OUT035,1406.324939
FDB52,OUT035,4067.703317
FDV55,OUT018,2047.309152
FDC57,OUT046,3112.466454
FDB29,OUT046,1866.547434
NCO43,OUT035,1651.162569
FDG44,OUT045,889.4770083
FDJ34,OUT045,2038.915694
FDH40,OUT049,1447.533571
NCD07,OUT027,3214.253681
FDB41,OUT017,920.319104
FDH47,OUT018,1320.526789
DRK37,OUT035,3037.16352
FDM25,OUT019,955.7140806
NCX06,OUT045,2855.483711
NCS05,OUT017,2269.219765
FDS39,OUT045,2272.812289
FDC47,OUT027,5013.357515
FDG20,OUT013,2921.518532
DRL23,OUT017,1860.481471
FDY33,OUT013,2577.160523
NCH18,OUT045,3810.988937
FDX47,OUT035,2584.161503
NCB06,OUT045,2506.909967
FDP36,OUT049,967.2547981
FDW44,OUT018,2539.946006
NCU41,OUT018,2757.725649
NCS17,OUT046,1539.548782
FDD46,OUT035,2505.585087
FDE45,OUT017,2999.063431
FDI09,OUT017,4130.573232
NCJ54,OUT010,1748.752959
NCA29,OUT018,2431.73848
NCN41,OUT027,3411.173653
FDY34,OUT035,2709.035456
NCG55,OUT035,1880.660769
DRM49,OUT046,747.728825
NCB42,OUT049,1954.656165
FDE58,OUT045,1852.626427
DRJ25,OUT013,830.4672973
FDS47,OUT010,527.632147
FDY21,OUT049,3205.403652
NCI54,OUT013,1787.631781
FDO24,OUT017,2638.641181
FDY43,OUT035,2758.488581
FDF35,OUT018,1446.788802
NCP29,OUT019,882.4737815
FDN28,OUT027,3113.860529
FDJ50,OUT018,627.2180516
FDQ14,OUT027,3805.523766
FDC37,OUT035,1795.16768
FDN08,OUT046,1975.091331
FDD04,OUT035,2262.402768
FDW34,OUT018,3571.524655
FDP04,OUT017,1197.243506
NCG07,OUT017,3088.733676
NCN14,OUT018,2618.702534
FDJ16,OUT045,912.1748086
NCM42,OUT045,1713.415014
NCF19,OUT046,798.2001303
FDY21,OUT018,2810.645214
FDY19,OUT035,1946.109925
FDV09,OUT045,2377.813866
FDA28,OUT013,2063.305938
FDC38,OUT018,1869.252796
FDL28,OUT045,3647.964858
NCH43,OUT049,3497.202059
NCN53,OUT045,575.8415949
NCW05,OUT017,1853.405323
NCO30,OUT018,2642.409238
FDT04,OUT019,1304.649047
FDB27,OUT018,2793.669837
NCK07,OUT013,2659.089825
NCA53,OUT013,834.3811802
FDB33,OUT018,2311.467717
FDU37,OUT017,1495.117755
FDR13,OUT035,1977.068566
FDE45,OUT049,2961.460575
FDV37,OUT017,3315.070864
FDX44,OUT019,406.098129
NCL06,OUT017,4231.366172
FDJ28,OUT045,2991.946146
FDX55,OUT049,3590.927305
NCK17,OUT018,407.3750006
FDH52,OUT035,1095.374725
FDN13,OUT027,3061.44504
FDK44,OUT018,2469.633129
FDU16,OUT046,1349.499441
FDZ07,OUT017,1195.740224
NCN06,OUT027,4019.881539
FDH02,OUT010,365.0177632
NCW18,OUT045,3674.089953
FDH57,OUT013,2148.445298
FDV35,OUT045,2450.053718
NCU29,OUT013,2345.568698
NCP02,OUT046,941.599581
FDN44,OUT013,2632.5007
FDX03,OUT018,510.2240962
FDR11,OUT010,627.0475923
FDA36,OUT046,2945.624337
FDP58,OUT027,4866.145983
FDH31,OUT045,1614.860227
FDH34,OUT035,3020.184694
FDS13,OUT035,4228.287848
FDT01,OUT018,3159.868903
FDY09,OUT049,2895.135136
FDV33,OUT027,5557.425479
NCW29,OUT010,140.3693337
NCN17,OUT045,1602.574657
FDX01,OUT046,1927.403661
FDL03,OUT049,3247.232396
DRL59,OUT049,1009.771187
DRM11,OUT027,5584.230807
FDA43,OUT049,3250.780593
FDZ56,OUT010,820.4800968
FDI44,OUT018,1008.284012
FDB50,OUT013,1328.239426
FDU15,OUT019,1250.980886
NCJ19,OUT019,972.4917983
FDD48,OUT013,1889.704727
NCW42,OUT035,3516.155856
FDL24,OUT017,2955.462344
NCB30,OUT013,3137.389194
FDK25,OUT013,2746.455161
FDW28,OUT049,3165.52917
FDD47,OUT017,2920.072461
FDK16,OUT019,438.2076095
FDW37,OUT046,1507.204812
FDA48,OUT035,3536.191477
FDA14,OUT017,2428.148168
FDV15,OUT013,1661.462818
FDN22,OUT049,4096.659159
NCD55,OUT045,659.7100705
FDY43,OUT013,2724.880311
NCU05,OUT017,1436.139193
FDF10,OUT035,2419.748739
FDR39,OUT018,2638.280136
FDG40,OUT013,586.3758027
FDZ28,OUT019,153.9974175
FDE02,OUT045,1525.142376
FDU60,OUT049,2820.663411
FDM21,OUT013,4082.627844
FDV52,OUT019,35.39542538
NCW06,OUT013,3039.367284
FDX36,OUT035,3645.105005
FDT35,OUT027,4187.150278
NCL19,OUT010,348.3487611
NCD31,OUT046,2596.72168
FDE53,OUT019,188.7743955
FDW58,OUT019,176.2023636
DRF48,OUT046,2951.702758
FDW57,OUT035,2869.582138
DRH13,OUT017,1845.897639
FDT33,OUT013,2742.284188
DRK47,OUT027,5033.878505
FDY22,OUT010,367.0259087
FDC35,OUT019,1403.743764
FDO03,OUT013,3681.598152
FDF24,OUT045,1360.419985
FDF56,OUT018,2647.760738
FDD28,OUT013,956.1720515
FDG53,OUT027,3690.596829
FDO27,OUT019,326.6162299
NCF54,OUT018,2416.218427
FDC20,OUT027,2398.860137
FDU10,OUT046,691.5245138
DRA24,OUT018,2346.038082
FDA02,OUT010,397.4152172
FDG10,OUT017,1133.888073
FDW39,OUT010,966.9218239
FDP04,OUT019,853.7289775
NCM55,OUT013,2950.772905
FDG47,OUT045,4124.295478
NCU41,OUT017,3180.662408
NCK31,OUT017,991.5547558
FDZ46,OUT045,1742.39621
FDU13,OUT027,3829.194529
NCF19,OUT045,788.0255896
NCJ43,OUT013,2749.026401
NCJ05,OUT045,2428.324951
FDS04,OUT027,3665.980203
FDX28,OUT010,315.1009462
FDB41,OUT027,2232.604088
FDG53,OUT046,2244.056323
FDL15,OUT010,523.2475159
FDQ08,OUT049,1184.331409
DRN36,OUT013,1575.186859
FDI46,OUT013,4015.828332
FDG16,OUT027,4810.324497
FDV32,OUT013,1090.322562
FDF44,OUT010,277.0068157
FDK04,OUT018,636.4673092
NCA41,OUT013,3094.018137
FDD51,OUT017,821.7708912
NCZ53,OUT045,2980.600632
FDP01,OUT027,3917.555507
FDY25,OUT049,3004.423026
FDB17,OUT018,2559.880597
NCV54,OUT018,1607.684786
FDJ32,OUT017,1213.117534
FDA37,OUT049,2168.874804
FDG35,OUT035,2866.109745
NCM05,OUT018,3921.595269
FDG45,OUT046,3404.789931
FDH28,OUT013,701.7287208
NCE18,OUT049,3991.416955
FDH38,OUT045,1918.468157
FDR56,OUT013,3239.71485
FDH17,OUT027,3030.758967
FDD39,OUT049,3501.535374
FDB41,OUT049,901.4607059
NCR53,OUT046,3525.523777
FDX46,OUT017,1132.989656
FDV28,OUT049,719.6787104
FDA08,OUT018,2431.208587
FDH45,OUT017,919.9020876
NCS38,OUT010,130.1817647
FDD40,OUT010,1157.43654
DRM59,OUT035,2511.493612
NCJ43,OUT018,2474.762854
NCN29,OUT013,857.3925343
NCC19,OUT045,2987.700781
FDR56,OUT035,3232.821491
FDZ43,OUT049,4000.857839
FDJ32,OUT010,856.8132118
DRH03,OUT017,1639.325614
NCZ54,OUT035,2612.223115
FDE26,OUT017,2492.615238
FDS03,OUT045,1036.897825
DRZ24,OUT019,7.633499115
FDO48,OUT027,4990.298177
FDW39,OUT049,2931.563058
NCK05,OUT049,1116.253377
NCK30,OUT017,4124.846441
FDT27,OUT018,3480.996555
FDS08,OUT019,958.0583112
NCJ19,OUT049,992.1130842
FDC58,OUT045,703.162579
DRE37,OUT013,2985.620301
FDW02,OUT035,2086.1478
FDJ02,OUT010,534.867995
FDX09,OUT045,2794.188539
FDT31,OUT010,1110.87384
FDI24,OUT049,2923.386457
FDY09,OUT045,2771.660168
FDV28,OUT045,585.7799289
DRM47,OUT049,3149.720426
FDT52,OUT019,2014.679409
FDI48,OUT018,652.8817662
FDY55,OUT017,4221.345331
FDU48,OUT013,2133.978745
FDN25,OUT045,957.4174768
FDP20,OUT049,2163.528462
FDJ15,OUT013,2977.560451
FDD04,OUT018,1906.92302
FDY58,OUT045,3619.892592
FDR37,OUT018,2677.779675
FDF44,OUT013,2181.535419
FDD32,OUT045,1404.608927
FDR57,OUT017,2676.393993
DRG39,OUT027,2357.178027
FDX15,OUT017,2653.03631
DRN37,OUT045,2594.479565
FDW40,OUT027,3724.195437
FDB32,OUT049,1648.956687
FDM40,OUT018,1965.754647
FDE39,OUT027,3344.975016
DRH49,OUT017,1458.974259
FDT46,OUT049,925.4167241
NCF06,OUT035,4095.30459
FDP07,OUT017,3276.468145
FDC04,OUT013,3784.560382
FDZ32,OUT017,1890.608531
FDD50,OUT045,2696.856426
FDU56,OUT017,3111.459781
FDV34,OUT017,1364.541527
NCY41,OUT013,647.2141082
NCK18,OUT046,2616.508602
DRH25,OUT049,951.6705505
FDT57,OUT046,3769.280082
FDV56,OUT018,1522.872082
FDV12,OUT045,1598.79016
FDN52,OUT017,1578.774759
FDX38,OUT035,854.5130212
FDE47,OUT018,1716.112831
NCO07,OUT013,3374.178653
FDV09,OUT027,3846.455105
FDZ23,OUT019,1079.658649
DRH51,OUT018,1139.714557
NCY54,OUT045,2662.958351
DRG49,OUT013,3898.828501
NCC19,OUT049,3116.321183
NCV53,OUT045,3804.489006
FDZ47,OUT019,222.1987973
NCO26,OUT018,1522.620346
NCP02,OUT045,964.1332819
NCW30,OUT018,3800.801667
NCN55,OUT046,3796.890704
FDB20,OUT010,643.7328028
DRL11,OUT013,2535.771409
DRD60,OUT045,2852.896825
FDW14,OUT010,493.5819066
FDL27,OUT010,811.0365246
FDU09,OUT018,676.8264681
DRH36,OUT027,2651.611476
FDP34,OUT027,3915.695881
FDE04,OUT017,2996.783316
FDZ57,OUT027,3571.648476
FDF02,OUT010,225.9706901
FDG28,OUT045,3885.79941
NCI31,OUT046,579.4369338
FDT43,OUT013,924.7319208
FDU20,OUT046,2023.93869
FDD53,OUT013,725.6867537
FDW15,OUT045,2410.375657
NCT53,OUT045,2577.630791
NCG55,OUT027,3259.355777
FDD48,OUT035,1898.398809
FDG47,OUT049,4282.510131
FDI21,OUT017,1223.318111
FDT27,OUT017,3893.022995
DRO35,OUT013,1913.248724
FDD33,OUT017,3861.847951
FDC04,OUT035,3844.657847
FDY34,OUT013,2687.876716
DRJ49,OUT049,2135.9157
FDE05,OUT049,2415.900314
FDU31,OUT017,3689.084358
NCN19,OUT027,4428.686026
FDK56,OUT027,4409.404213
FDK58,OUT017,1841.188601
NCJ42,OUT035,1672.773319
FDZ34,OUT027,4522.704258
FDA52,OUT018,2525.76309
NCR29,OUT013,949.9575527
FDT48,OUT035,3228.192316
DRJ51,OUT019,1714.653401
NCS54,OUT046,2797.874223
FDV01,OUT035,2579.689293
DRG51,OUT027,4061.135659
NCG42,OUT013,2103.896243
FDA51,OUT049,1924.786049
FDV19,OUT010,706.8414996
NCT18,OUT045,2844.20893
NCS41,OUT045,2912.423572
FDO03,OUT046,3660.209436
FDL12,OUT010,883.7784665
FDY37,OUT010,455.0867889
FDI58,OUT049,1625.464507
FDT28,OUT018,2076.759555
NCC42,OUT010,292.0944287
FDO01,OUT017,2273.089929
FDJ02,OUT013,2446.713214
FDQ04,OUT018,405.7706843
DRL47,OUT013,2047.826182
FDZ32,OUT035,1848.855924
FDC35,OUT035,3352.420346
FDX14,OUT045,1131.305687
FDZ35,OUT013,1766.162738
FDL14,OUT013,2587.682207
FDO04,OUT049,990.1923162
DRK11,OUT017,2552.699404
FDB44,OUT018,3109.912781
FDZ50,OUT049,3017.858629
FDI12,OUT027,2921.663189
FDU43,OUT017,3962.4549
FDD58,OUT010,339.5027097
FDB27,OUT017,3196.354784
FDB04,OUT018,1110.539058
NCO17,OUT013,1929.24971
FDL12,OUT017,1130.139967
DRJ13,OUT049,2629.909313
FDD57,OUT045,1590.866355
FDW19,OUT035,1911.291698
DRD27,OUT018,1345.729384
FDH27,OUT027,3717.609507
NCW30,OUT027,5530.158341
FDR40,OUT018,1053.190606
FDG05,OUT013,2538.040226
NCY41,OUT019,1310.188999
FDI38,OUT018,3072.683846
FDR20,OUT046,806.5506596
FDE09,OUT017,1941.310913
FDN50,OUT019,284.7427426
DRF27,OUT045,2423.090141
DRF51,OUT013,648.5591382
NCO02,OUT019,814.9212167
FDB51,OUT027,2428.622336
FDJ50,OUT013,949.8484572
FDN52,OUT013,1416.305566
FDX14,OUT013,1228.409594
FDT27,OUT019,1868.276166
FDV10,OUT013,761.4227343
FDU33,OUT046,773.6802281
FDU58,OUT046,2996.264821
NCP42,OUT027,4514.194136
FDL51,OUT027,4828.325095
DRH15,OUT027,2201.244043
FDU16,OUT017,1544.461091
FDW15,OUT017,2568.792486
FDQ44,OUT045,1981.761575
NCI06,OUT027,4276.990631
DRK23,OUT019,2094.80281
FDC28,OUT035,1792.040801
NCY17,OUT019,1176.936587
NCV05,OUT018,2173.16864
FDM34,OUT019,208.7903181
DRD60,OUT027,4334.588097
FDT38,OUT046,1350.033612
FDQ57,OUT018,2039.369655
FDE59,OUT027,2085.816237
NCM43,OUT046,2593.337184
DRI51,OUT049,2819.289091
NCG30,OUT017,2092.471474
NCK54,OUT035,1864.553554
FDQ16,OUT019,156.1450042
FDI36,OUT013,3200.958891
FDX16,OUT027,3795.054373
FDA34,OUT046,2802.623528
FDJ48,OUT018,3644.956474
FDU47,OUT035,2299.575195
FDS39,OUT046,2297.000847
FDD11,OUT046,4008.771187
FDM16,OUT027,2672.860192
FDU56,OUT018,2663.596482
FDQ32,OUT017,2177.184525
DRK35,OUT013,700.5582081
FDA58,OUT049,3785.750598
DRG48,OUT019,387.0020514
FDT59,OUT010,1774.088432
FDQ31,OUT019,372.2390673
FDS51,OUT018,772.8888043
FDW32,OUT027,2924.514549
FDI15,OUT027,5558.944594
NCV30,OUT017,1128.34272
DRG25,OUT049,3059.185773
FDT02,OUT013,564.5999488
FDO33,OUT027,3268.674749
FDP38,OUT035,936.8397887
FDZ45,OUT035,3177.001144
NCA54,OUT027,4280.44804
FDU33,OUT017,921.8142079
FDN58,OUT017,3871.679742
FDI05,OUT045,1221.278012
FDM57,OUT019,534.3322487
NCS42,OUT027,2863.225888
FDB57,OUT045,3574.254115
FDC03,OUT045,3089.527651
FDZ58,OUT013,1956.16873
NCK29,OUT045,1964.054282
NCR53,OUT045,3519.973264
FDE26,OUT027,3793.774466
FDU52,OUT049,2536.484946
FDE41,OUT027,2823.833343
FDU38,OUT018,2684.366385
FDA52,OUT017,2944.018322
FDW46,OUT046,1107.774887
DRI59,OUT035,3610.592722
FDT38,OUT035,1381.764729
FDL33,OUT018,2831.421248
FDQ01,OUT027,5494.628086
FDJ08,OUT046,3055.195993
FDQ47,OUT049,739.9521714
NCZ18,OUT013,3958.476313
FDE29,OUT017,1096.560902
FDF10,OUT027,3803.166834
FDC48,OUT049,1466.120267
FDY58,OUT013,3649.991485
NCX30,OUT010,1964.319564
FDV11,OUT013,2887.454939
FDT46,OUT046,824.111001
DRD01,OUT019,962.4711785
FDQ11,OUT013,4135.221361
NCM41,OUT017,1634.398675
NCC55,OUT013,619.5121247
FDG45,OUT027,4860.028755
NCQ54,OUT049,2726.903431
FDM34,OUT045,2050.705162
FDD17,OUT019,1844.391419
FDN38,OUT027,5463.603289
FDB53,OUT018,2061.853174
NCL06,OUT035,4152.271529
NCV18,OUT019,611.3072619
FDX25,OUT013,2952.306315
FDB39,OUT046,874.4412615
FDC33,OUT049,3300.230129
NCO14,OUT018,442.3985312
FDA58,OUT027,5185.289155
NCQ02,OUT017,3078.369545
NCR53,OUT017,3707.915186
FDN52,OUT046,1430.636859
FDG26,OUT046,4082.910363
FDE23,OUT027,2301.661147
DRI37,OUT013,972.0518886
DRH37,OUT018,2341.725848
FDO01,OUT035,2148.754529
FDK45,OUT049,2120.501838
FDP23,OUT049,3558.684448
FDM33,OUT035,3517.021532
FDD36,OUT017,2074.558211
FDL56,OUT017,1543.167638
FDT27,OUT010,1855.623503
FDG52,OUT017,859.8368675
NCL42,OUT035,3871.38577
DRJ24,OUT046,2915.674269
FDV38,OUT046,818.7590933
FDT35,OUT045,2728.540996
FDY51,OUT045,3453.344728
FDC37,OUT017,1852.504492
NCP43,OUT013,2901.188395
FDO33,OUT045,1775.231159
FDW04,OUT018,1834.626399
NCC31,OUT046,2445.829528
FDK22,OUT049,3523.749027
FDJ50,OUT017,1087.551262
FDV13,OUT017,1659.176607
DRL60,OUT017,2548.388895
FDW03,OUT017,1869.465798
FDY27,OUT035,2834.179694
FDB39,OUT027,2307.75846
FDU59,OUT045,2576.514181
FDZ57,OUT049,2198.504148
FDO21,OUT049,3704.509524
FDS43,OUT018,2731.65507
FDU28,OUT010,1086.520372
FDC51,OUT010,46.47487818
FDW16,OUT010,403.269189
FDP32,OUT010,117.3406478
FDB60,OUT019,1214.892287
NCQ30,OUT046,1900.983713
FDD26,OUT049,3102.251496
FDI44,OUT045,1266.592272
DRH23,OUT046,906.7052375
FDO44,OUT046,1795.274465
FDG04,OUT046,2961.170963
FDM32,OUT027,2970.602245
FDM09,OUT013,2755.06108
FDZ47,OUT013,1661.240648
FDM40,OUT027,3687.311663
FDY48,OUT017,1788.917354
NCM30,OUT045,663.7563166
FDX36,OUT010,1676.515536
DRF03,OUT017,805.8739011
FDN51,OUT049,4249.771153
FDM57,OUT049,1498.92
FDB35,OUT049,1678.23578
FDY13,OUT027,2753.490394
FDA37,OUT017,2231.388074
NCX53,OUT017,2409.880117
FDD59,OUT018,1103.641458
FDX10,OUT019,1264.765946
FDC03,OUT018,2817.212526
FDW43,OUT035,3706.187804
FDW10,OUT046,2787.700371
FDY14,OUT027,5550.214342
FDV43,OUT045,771.3996745
FDO40,OUT013,2408.528054
FDP46,OUT027,2912.552116
NCE43,OUT019,730.9139412
FDD05,OUT035,1954.959609
FDJ60,OUT010,760.9625401
DRE27,OUT018,1254.492533
FDO11,OUT035,4067.055231
DRG11,OUT027,3175.670278
FDK33,OUT010,1492.423316
DRM23,OUT045,2680.222273
FDJ02,OUT027,3859.795913
NCZ05,OUT045,1663.309082
NCL30,OUT013,2018.670985
FDZ19,OUT018,2520.025815
FDM45,OUT049,2064.478081
FDO36,OUT046,2834.766759
NCK31,OUT045,822.21126
DRJ37,OUT045,2408.290397
FDP24,OUT018,1643.036615
FDF46,OUT013,1867.949033
FDX46,OUT019,900.3201466
NCL18,OUT045,2997.541216
FDJ26,OUT013,3463.883037
FDJ07,OUT045,1849.668966
FDY15,OUT013,2469.606549
DRG01,OUT045,1186.488266
FDF58,OUT045,1056.768379
FDZ14,OUT019,43.70934699
FDP31,OUT049,1222.745803
FDH45,OUT013,810.3590342
FDA09,OUT010,915.3567078
FDW31,OUT035,3275.616637
FDA57,OUT046,694.5071293
NCE55,OUT035,2807.051319
FDC17,OUT019,1453.834136
FDC59,OUT013,1159.701069
FDA22,OUT013,2725.243153
FDK52,OUT035,3575.714364
NCM26,OUT046,2423.036085
NCT53,OUT035,2694.313494
FDW45,OUT018,2093.304465
NCI18,OUT035,3543.473543
FDE38,OUT018,2369.195931
FDF08,OUT019,385.9749166
FDY58,OUT010,1714.141697
FDF58,OUT019,846.9895091
FDX39,OUT017,3515.845836
FDB44,OUT049,3484.333569
FDF28,OUT013,2070.677655
FDE39,OUT013,1871.136957
FDT37,OUT018,3752.530313
FDZ45,OUT017,3287.257323
FDO40,OUT035,2434.356947
FDM57,OUT027,2865.282278
DRG36,OUT017,2841.048463
FDY36,OUT010,726.1900244
DRL60,OUT027,3850.881384
FDS25,OUT019,80.74317449
DRF49,OUT027,3224.093168
FDP16,OUT045,3844.237302
FDS60,OUT049,2980.173151
FDU15,OUT027,2148.209444
FDK43,OUT046,2044.101628
FDN25,OUT046,1020.566913
FDE53,OUT049,1769.777031
FDB22,OUT013,2494.694455
FDE39,OUT017,2019.723124
FDX35,OUT035,3689.877546
NCG54,OUT049,2756.364767
FDH27,OUT035,2330.73862
NCK42,OUT013,3419.633506
FDS25,OUT049,1903.203687
FDI10,OUT018,2495.534515
FDU35,OUT035,1676.586789
FDI04,OUT017,3311.313813
DRK23,OUT035,4028.024962
FDB53,OUT019,405.0210205
FDY02,OUT049,4219.391769
FDM60,OUT035,779.994249
NCJ31,OUT010,1801.675904
DRP35,OUT017,2161.860092
NCQ30,OUT018,1659.017352
DRL11,OUT010,612.7354708
FDU01,OUT013,3042.372364
FDR39,OUT035,2913.585649
FDO08,OUT046,2713.257754
FDC02,OUT045,4132.590331
NCZ29,OUT035,2078.140149
FDF29,OUT010,206.3368843
FDZ23,OUT017,3155.389437
NCU53,OUT018,2341.234864
NCW30,OUT013,4086.034814
NCM26,OUT027,3901.005696
FDV50,OUT027,3352.393307
FDW15,OUT049,2478.239757
FDI35,OUT027,4380.466992
FDO11,OUT017,4135.299603
FDN48,OUT046,1498.645562
NCA17,OUT049,2479.352041
NCN54,OUT013,1289.919822
FDP22,OUT013,885.5808133
NCB54,OUT035,2067.246865
FDD08,OUT045,669.8282846
DRM48,OUT010,1347.891771
FDG41,OUT027,3236.468306
FDE44,OUT027,2272.118043
FDE26,OUT035,2373.041153
NCS38,OUT013,1814.662027
NCJ54,OUT018,3333.381082
FDI40,OUT019,315.976775
FDN45,OUT018,3249.12443
FDU43,OUT046,3862.515225
FDI04,OUT010,1225.134028
NCC07,OUT018,1382.435211
NCC07,OUT019,239.1967038
NCD18,OUT045,3606.50154
FDU55,OUT035,4168.587102
FDX59,OUT035,664.9098272
FDR52,OUT049,3137.123736
NCP17,OUT013,1068.730307
FDQ32,OUT045,2020.318628
NCT17,OUT049,3078.285429
FDO10,OUT049,1082.251534
FDE32,OUT049,751.8611126
FDN44,OUT045,2546.333901
FDH02,OUT035,1570.447374
FDK60,OUT013,1661.737828
FDS24,OUT019,455.3664939
FDL03,OUT010,1277.761261
FDB46,OUT027,4843.319319
FDO48,OUT049,3670.611268
FDZ39,OUT049,1813.262683
FDT02,OUT027,2002.057005
FDC50,OUT013,1573.757926
FDP39,OUT035,908.0745506
DRG15,OUT018,711.7938143
FDP10,OUT018,1373.955536
FDF53,OUT027,4348.847034
FDN34,OUT045,2732.111196
FDK02,OUT045,1940.623821
FDC23,OUT045,2822.174038
FDJ10,OUT019,345.2026428
FDE53,OUT035,1754.720768
FDR25,OUT035,4308.08269
FDW50,OUT046,2585.078813
FDS09,OUT049,983.6899121
FDW49,OUT010,928.17277
FDU51,OUT046,2872.092651
FDF28,OUT018,1762.049305
NCY30,OUT018,2545.316877
FDD44,OUT045,4154.280648
FDX09,OUT017,2952.597252
NCF30,OUT013,1995.98839
FDZ50,OUT019,1028.267549
FDW37,OUT013,1499.539467
FDD11,OUT049,4147.462784
DRH39,OUT018,942.5940979
FDA36,OUT049,3039.149975
NCG43,OUT049,1549.943783
FDF02,OUT035,1737.370946
FDP57,OUT027,3085.906566
NCE42,OUT017,3782.797863
NCR38,OUT027,5396.676058
FDP03,OUT019,146.7500417
FDO51,OUT035,815.1056485
NCQ42,OUT046,2022.091788
NCM41,OUT046,1472.121373
FDH48,OUT027,2832.187874
DRF60,OUT046,3717.352441
FDJ27,OUT035,1713.492982
FDQ14,OUT013,2388.605827
FDN27,OUT017,2040.907162
NCQ02,OUT046,2970.578014
FDJ33,OUT049,2126.59846
FDP07,OUT027,4583.660625
DRE01,OUT049,3863.583548
FDU36,OUT045,1607.710378
FDL28,OUT017,3776.778133
NCX53,OUT046,2253.807922
FDZ39,OUT013,1752.121401
NCP42,OUT013,3105.793215
FDJ14,OUT035,1444.808962
FDK04,OUT049,993.7725855
NCC19,OUT017,3188.143202
FDS09,OUT018,613.9067038
FDZ02,OUT046,1609.340907
FDD35,OUT018,1701.707688
NCY42,OUT017,2420.726883
FDB05,OUT045,3863.054902
FDF20,OUT035,3184.019517
NCO41,OUT018,1295.489141
FDC40,OUT027,2735.705276
FDV58,OUT045,3092.198425
FDZ57,OUT045,2100.92121
DRM35,OUT046,2851.511072
DRN36,OUT018,1222.928401
FDQ13,OUT046,1406.106898
DRO35,OUT010,54.51742833
NCD43,OUT035,1696.727383
FDA51,OUT018,1530.032503
NCX17,OUT027,5113.652821
NCZ17,OUT049,754.9542225
FDR11,OUT027,4023.821926
FDW34,OUT049,3935.051598
FDN50,OUT017,1717.717753
FDS09,OUT046,868.381762
FDS48,OUT018,2137.722298
FDL44,OUT049,2729.188859
DRF48,OUT018,2680.929334
FDA14,OUT018,2028.571105
NCD30,OUT049,1624.948004
FDI16,OUT017,999.8507179
NCG06,OUT035,4101.707663
DRZ24,OUT035,1954.128611
NCS17,OUT045,1507.545538
FDB37,OUT045,3847.224653
FDE10,OUT035,2160.453457
FDC57,OUT045,3099.167708
FDM12,OUT018,2744.872344
FDE24,OUT049,2334.381562
FDW22,OUT045,3506.439698
DRD01,OUT027,2353.693649
NCZ18,OUT027,5396.280442
FDN49,OUT045,712.5116497
FDR22,OUT035,1906.444174
FDV08,OUT019,1127.861659
FDY39,OUT046,2994.214088
FDV36,OUT049,2117.068535
FDO60,OUT045,749.2737746
FDU04,OUT027,3397.611513
